text1,text2,score
I am cleaning my room,I am cleaning my room,1.0
It might snow today,It is sunny today,0.64
I feel nervous,I am happy,0.98
I am scared,I am happy,0.58
It is sunny today,The weather is cold,0.53
I am studying for exams,It might snow today,0.46
I love listening to music,The computer is running,0.87
I feel nervous,I feel nervous,0.63
The food tastes great,The computer is running,0.86
I am going to the gym,The movie was boring,0.01
It is windy today,It is windy today,0.57
I am scared,I am a bit upset,0.88
It is windy today,The weather is hot,0.77
The weather is hot,It is windy today,0.6
The movie was boring,The bed is comfortable,0.57
I love listening to music,The bed is comfortable,0.98
I am watching a movie,I am tired,0.07
I love listening to music,The weather is cold,0.16
The bed is comfortable,I feel nervous,0.17
I love listening to music,The food tastes great,0.76
I am feeling great,I am scared,0.71
I am learning something new,I feel nervous,0.08
It is sunny today,It is raining today,0.81
The weather is cold,It might snow today,0.78
The bed is comfortable,The food tastes great,0.78
It is raining today,The food tastes great,0.35
The bed is comfortable,The food tastes great,0.53
The food tastes great,I am learning something new,0.57
I am watching a movie,I am studying for exams,0.94
I feel nervous,The bed is comfortable,0.12
I am coding a project,The movie was boring,0.43
I am coding a project,It is humid today,0.03
I am studying for exams,The food tastes great,0.15
The bed is comfortable,I am cleaning my room,0.04
I am scared,I am studying for exams,0.12
It might snow today,The movie was boring,0.36
I am coding a project,I feel excited,0.01
I am learning something new,I am sad,0.05
I am playing football,It is raining today,0.15
The computer is running,I love listening to music,0.78
The bed is comfortable,I am playing football,0.2
The movie was boring,The movie was boring,0.73
The weather is cold,I am a bit upset,0.45
I am learning something new,The movie was boring,0.99
I am watching a movie,I feel nervous,0.26
The computer is running,The bed is comfortable,0.96
It is cloudy today,I feel excited,0.07
It is sunny today,The weather is hot,0.59
The weather is cold,It is windy today,0.83
It is cloudy today,I am scared,0.32
I love listening to music,The bed is comfortable,0.85
The computer is running,I am happy,0.07
The weather is hot,It might snow today,0.98
I love listening to music,The food tastes great,0.51
It might snow today,The computer is running,0.03
I am tired,I am tired,0.72
I feel excited,It is sunny today,0.31
I am scared,The weather is cold,0.39
I feel excited,I love listening to music,0.02
The weather is hot,I love listening to music,0.17
I am watching a movie,I am cleaning my room,0.94
I am a bit upset,I feel excited,0.65
The computer is running,I am cleaning my room,0.18
I am cleaning my room,It might snow today,0.22
The weather is hot,It is raining today,0.77
The food tastes great,The movie was boring,0.53
I am playing football,I am reading a book,0.58
The weather is hot,The weather is cold,0.82
It is sunny today,The food tastes great,0.36
I am studying for exams,I am cleaning my room,0.87
I am cooking dinner,I am studying for exams,0.77
The computer is running,The food tastes great,0.54
I am scared,It is windy today,0.18
I am a bit upset,I feel excited,0.69
I am learning something new,I am going to the gym,0.11
I am scared,The movie was boring,0.14
I love listening to music,The movie was boring,0.67
I am cleaning my room,The food tastes great,0.16
It is raining today,The weather is hot,0.88
I am learning something new,I love listening to music,0.8
The weather is hot,It is sunny today,0.91
The weather is hot,I am feeling great,0.11
It is cloudy today,The weather is hot,0.91
I am a bit upset,I am sad,0.63
The weather is hot,The weather is cold,0.52
I am reading a book,I am coding a project,0.92
I am cleaning my room,The movie was boring,0.06
The movie was boring,The bed is comfortable,0.73
It is sunny today,It is cloudy today,0.98
The computer is running,I am watching a movie,0.14
The computer is running,The food tastes great,0.71
I am sad,It is cloudy today,0.04
I am playing football,It is raining today,0.41
The food tastes great,It is raining today,0.41
I am cooking dinner,I am going to the gym,0.69
The bed is comfortable,I am studying for exams,0.35
It is humid today,It is humid today,0.61
The bed is comfortable,The weather is hot,0.38
It is sunny today,It is windy today,0.7
It is windy today,I am feeling great,0.07
I feel excited,The computer is running,0.24
It is humid today,The food tastes great,0.07
It is cloudy today,The food tastes great,0.49
I feel excited,I am sad,0.73
I feel nervous,I am happy,0.64
I am playing football,I feel nervous,0.35
I am studying for exams,I am cooking dinner,0.57
I am sad,I feel nervous,0.6
I am watching a movie,I am cleaning my room,0.96
I am tired,I am watching a movie,0.33
The weather is cold,It is cloudy today,0.89
The bed is comfortable,I am cleaning my room,0.31
I am cleaning my room,I am sad,0.3
I am tired,I am sad,0.98
I am a bit upset,I am scared,0.64
I am learning something new,I am playing football,0.42
I am coding a project,I am cleaning my room,0.53
I love listening to music,I am a bit upset,0.01
I am coding a project,I am watching a movie,0.53
I am tired,The movie was boring,0.47
I am cleaning my room,I am reading a book,0.75
The computer is running,The bed is comfortable,0.87
I am watching a movie,The weather is cold,0.2
It might snow today,I am a bit upset,0.11
The weather is hot,It is cloudy today,0.74
It is humid today,The movie was boring,0.38
It is raining today,It might snow today,0.52
I am cleaning my room,I feel excited,0.44
The bed is comfortable,I feel excited,0.19
The weather is hot,It is cloudy today,0.97
I am playing football,The weather is hot,0.07
I am happy,I feel nervous,0.62
It is raining today,It is raining today,0.95
It is windy today,It is windy today,0.96
I am sad,I feel excited,0.72
I am playing football,I feel excited,0.25
I am studying for exams,I am playing football,0.68
It is cloudy today,I love listening to music,0.31
I am coding a project,I am playing football,0.79
I am feeling great,I feel excited,0.6
I am cooking dinner,I am scared,0.11
I am watching a movie,I am watching a movie,0.82
The weather is cold,I am feeling great,0.08
The bed is comfortable,I am sad,0.23
It is raining today,It is cloudy today,0.88
I am learning something new,I am cooking dinner,0.46
I am coding a project,The weather is hot,0.3
I am tired,I am coding a project,0.35
It might snow today,I feel nervous,0.15
I feel nervous,The bed is comfortable,0.05
I am cleaning my room,I am coding a project,0.9
It is raining today,The movie was boring,0.39
I feel nervous,I am learning something new,0.13
I am sad,I am coding a project,0.1
I am cleaning my room,I am cooking dinner,0.99
I am learning something new,The computer is running,0.76
I am cleaning my room,I feel excited,0.49
I am going to the gym,I feel excited,0.34
I am scared,I am playing football,0.24
I am cooking dinner,I am coding a project,0.58
I am watching a movie,It is cloudy today,0.06
I feel excited,I am studying for exams,0.13
I am reading a book,It might snow today,0.12
The weather is cold,It might snow today,0.76
The computer is running,I am tired,0.17
I am learning something new,I am reading a book,0.22
The bed is comfortable,I am tired,0.12
I am coding a project,The bed is comfortable,0.03
I am studying for exams,The weather is hot,0.48
I am tired,I am reading a book,0.21
I am watching a movie,It is raining today,0.45
The bed is comfortable,It is humid today,0.18
The bed is comfortable,The movie was boring,0.56
It might snow today,I am cooking dinner,0.19
The food tastes great,I am feeling great,0.34
I am tired,I am a bit upset,0.91
I am learning something new,The movie was boring,0.85
I am learning something new,The bed is comfortable,0.76
I am a bit upset,I am learning something new,0.14
The movie was boring,I am scared,0.41
I am learning something new,I am learning something new,0.74
The food tastes great,I am coding a project,0.16
I am coding a project,I am happy,0.5
I am scared,I am playing football,0.19
I am studying for exams,I am scared,0.48
I am playing football,I am reading a book,0.92
It is raining today,It is humid today,0.81
I am tired,I am scared,0.79
I am studying for exams,I am cooking dinner,0.94
It is humid today,It might snow today,0.96
The movie was boring,It is cloudy today,0.06
I am cooking dinner,I am sad,0.41
I am sad,I am feeling great,0.8
I feel nervous,The bed is comfortable,0.02
I am cleaning my room,I am reading a book,0.58
It is cloudy today,The weather is cold,0.6
I am playing football,I am a bit upset,0.38
It is humid today,I am studying for exams,0.02
I love listening to music,It is cloudy today,0.07
It is sunny today,I am feeling great,0.4
The bed is comfortable,I am going to the gym,0.19
The movie was boring,It is raining today,0.34
I am sad,It is windy today,0.35
It is sunny today,It is sunny today,0.66
I feel excited,I feel nervous,0.85
I am a bit upset,I am happy,0.64
I am cleaning my room,I am scared,0.41
I feel excited,I am sad,0.61
I am cleaning my room,It is windy today,0.14
I feel nervous,I am scared,0.53
I am cooking dinner,I am watching a movie,0.76
It might snow today,It is cloudy today,0.87
It is windy today,I love listening to music,0.39
I feel excited,I feel nervous,0.95
I am cleaning my room,I am tired,0.04
It is sunny today,The weather is cold,0.84
It is cloudy today,I am learning something new,0.03
I feel excited,I am scared,0.6
The computer is running,I am happy,0.42
The bed is comfortable,I am feeling great,0.21
It is sunny today,The weather is cold,0.92
I am tired,It is raining today,0.28
I am studying for exams,I love listening to music,0.08
I am happy,I am a bit upset,0.94
It is raining today,I feel nervous,0.15
I am a bit upset,I am playing football,0.41
I am playing football,I am studying for exams,0.94
I am learning something new,The food tastes great,0.61
I am going to the gym,The weather is hot,0.3
I am tired,I am a bit upset,0.72
I am scared,I am scared,0.55
I am tired,I am learning something new,0.32
I am going to the gym,I am going to the gym,0.52
I love listening to music,The computer is running,0.89
I feel excited,I feel nervous,0.97
It might snow today,It is windy today,0.78
The weather is cold,I am scared,0.29
It is windy today,It is humid today,0.95
I am tired,I am going to the gym,0.45
I am watching a movie,The computer is running,0.04
The movie was boring,I am feeling great,0.19
I am feeling great,It is cloudy today,0.14
I am reading a book,I am watching a movie,0.93
I feel excited,I am scared,0.54
The weather is cold,The weather is cold,0.66
The bed is comfortable,The bed is comfortable,0.5
I am watching a movie,The food tastes great,0.4
I am studying for exams,I am coding a project,0.64
I am playing football,I love listening to music,0.14
It is cloudy today,I am scared,0.34
The computer is running,I love listening to music,0.71
I am sad,I am happy,0.75
I am scared,The computer is running,0.49
The bed is comfortable,I love listening to music,0.53
I am feeling great,I am tired,0.87
I am watching a movie,I am watching a movie,0.59
The weather is cold,I am a bit upset,0.22
It is sunny today,The movie was boring,0.06
The movie was boring,The bed is comfortable,0.98
It is windy today,The weather is hot,0.92
The computer is running,The weather is cold,0.29
I am tired,I am coding a project,0.46
I am playing football,The weather is hot,0.4
I am happy,I feel nervous,0.51
I am coding a project,I am playing football,0.86
The weather is cold,It might snow today,0.81
I am playing football,I am going to the gym,0.98
The computer is running,The food tastes great,0.5
I feel excited,I am watching a movie,0.01
I am a bit upset,I feel nervous,0.85
The bed is comfortable,The food tastes great,0.53
The weather is cold,The movie was boring,0.35
I am coding a project,It is sunny today,0.07
It might snow today,I love listening to music,0.19
I am a bit upset,I feel excited,0.8
It is windy today,It might snow today,0.6
The computer is running,I am studying for exams,0.16
The weather is cold,I am cleaning my room,0.36
I feel excited,I am scared,1.0
I am happy,It is cloudy today,0.14
I am learning something new,The bed is comfortable,0.7
I feel excited,I love listening to music,0.29
The food tastes great,I am sad,0.11
The food tastes great,I am playing football,0.08
I am feeling great,The movie was boring,0.21
I love listening to music,It is raining today,0.32
The food tastes great,I am playing football,0.06
The computer is running,The weather is cold,0.26
I am feeling great,I love listening to music,0.25
I am coding a project,It is humid today,0.06
It might snow today,I am a bit upset,0.07
I am learning something new,It might snow today,0.37
I love listening to music,I am learning something new,0.99
I am coding a project,I am learning something new,0.29
I am cooking dinner,The bed is comfortable,0.04
It is cloudy today,It might snow today,0.96
I am learning something new,I am playing football,0.41
I am cleaning my room,I am playing football,0.72
The computer is running,It is cloudy today,0.11
I am a bit upset,I am going to the gym,0.23
I am happy,I feel nervous,0.82
I am learning something new,I am cooking dinner,0.09
It might snow today,I am coding a project,0.5
I am feeling great,The bed is comfortable,0.36
I am coding a project,It is humid today,0.28
I am cleaning my room,I am a bit upset,0.4
I am cleaning my room,I am reading a book,0.73
It is windy today,The weather is cold,0.75
I feel excited,I am feeling great,0.94
I am learning something new,I feel nervous,0.04
I am sad,I am scared,0.56
I am going to the gym,I am going to the gym,0.82
I am tired,I am going to the gym,0.47
I am a bit upset,I am coding a project,0.21
I am a bit upset,I am sad,0.53
I am cleaning my room,I am cleaning my room,0.83
I am watching a movie,I am coding a project,0.76
I am tired,It might snow today,0.04
It is cloudy today,It is raining today,0.94
I am going to the gym,The weather is cold,0.5
I am a bit upset,I feel excited,0.53
The food tastes great,I am cleaning my room,0.09
I am learning something new,The food tastes great,0.72
It is humid today,I am scared,0.04
I feel excited,I am a bit upset,0.6
The weather is cold,I feel nervous,0.07
The weather is cold,The computer is running,0.02
It is humid today,It is cloudy today,0.52
It might snow today,I am cleaning my room,0.03
I am learning something new,I am learning something new,0.98
It is humid today,I am scared,0.38
It is cloudy today,It might snow today,0.91
I am playing football,I am scared,0.31
The bed is comfortable,I feel excited,0.42
I am feeling great,I am coding a project,0.28
I am learning something new,The movie was boring,0.57
I feel excited,The food tastes great,0.03
I am cooking dinner,I am cleaning my room,0.74
I am going to the gym,I am sad,0.37
The computer is running,The food tastes great,0.65
I am a bit upset,I feel nervous,0.86
It is humid today,I am a bit upset,0.42
I love listening to music,The bed is comfortable,0.63
It is raining today,It is windy today,0.96
I am feeling great,I am going to the gym,0.01
I feel nervous,I am coding a project,0.26
The food tastes great,I am happy,0.37
The bed is comfortable,The food tastes great,0.51
The movie was boring,The bed is comfortable,0.57
The food tastes great,The movie was boring,1.0
I am reading a book,I am cooking dinner,0.72
I am feeling great,It is humid today,0.29
I am scared,I am tired,0.69
I am going to the gym,I am cleaning my room,0.74
The food tastes great,The food tastes great,0.56
I am tired,I am watching a movie,0.23
It is windy today,I am cooking dinner,0.3
It is windy today,The weather is hot,0.7
The bed is comfortable,I am learning something new,0.51
I love listening to music,The bed is comfortable,0.89
The weather is cold,I am studying for exams,0.23
It is humid today,It is cloudy today,0.85
I am cooking dinner,I am going to the gym,0.63
I am happy,I am happy,0.9
I am happy,I feel excited,0.91
I am reading a book,I am cleaning my room,0.62
I am going to the gym,I am coding a project,0.7
I am tired,I am a bit upset,0.85
I am watching a movie,I am watching a movie,0.89
The weather is cold,The weather is hot,0.73
The computer is running,I am coding a project,0.31
I am cleaning my room,I am playing football,0.6
I am sad,It might snow today,0.08
I feel nervous,I am happy,0.94
I am reading a book,I love listening to music,0.36
I am playing football,I am scared,0.4
I am scared,I feel excited,0.81
The food tastes great,I love listening to music,0.68
The food tastes great,The computer is running,0.9
I feel nervous,I am cleaning my room,0.21
It is raining today,The weather is cold,0.53
The movie was boring,It is sunny today,0.05
I am watching a movie,It is sunny today,0.14
I am cleaning my room,I am a bit upset,0.15
I am scared,It is cloudy today,0.18
I am learning something new,I am happy,0.44
I am going to the gym,I am reading a book,0.94
The bed is comfortable,The movie was boring,0.8
It is raining today,It is cloudy today,0.88
I am cleaning my room,I am studying for exams,0.87
I am scared,It is cloudy today,0.38
I am studying for exams,I am playing football,0.92
It is sunny today,The food tastes great,0.49
I love listening to music,It is sunny today,0.24
I am going to the gym,I am cleaning my room,0.68
I am coding a project,I am playing football,0.85
I am tired,I am a bit upset,0.99
I am tired,I am reading a book,0.05
I am cooking dinner,The food tastes great,0.34
The food tastes great,It might snow today,0.42
It is cloudy today,The weather is hot,0.81
The food tastes great,It is windy today,0.25
I am coding a project,The weather is cold,0.18
I am going to the gym,The bed is comfortable,0.17
I am tired,The bed is comfortable,0.29
The bed is comfortable,I am a bit upset,0.13
I feel nervous,I am a bit upset,0.8
The movie was boring,The movie was boring,0.74
I am playing football,I am learning something new,0.32
I am watching a movie,The weather is hot,0.1
I am feeling great,I am a bit upset,0.55
I am cleaning my room,It is cloudy today,0.21
It is cloudy today,I am tired,0.47
I love listening to music,I love listening to music,0.99
The computer is running,I am a bit upset,0.33
The bed is comfortable,It is raining today,0.49
It is cloudy today,I am reading a book,0.31
I am playing football,It might snow today,0.45
I feel excited,I am feeling great,0.72
The food tastes great,The bed is comfortable,0.78
I am learning something new,The computer is running,0.83
I am going to the gym,I am playing football,0.88
I am feeling great,I am studying for exams,0.24
I am studying for exams,The weather is hot,0.09
I feel excited,I am cleaning my room,0.22
I am going to the gym,It is windy today,0.28
I feel nervous,I am happy,0.85
I am learning something new,I am feeling great,0.3
The food tastes great,It is humid today,0.04
I am learning something new,The movie was boring,0.92
The bed is comfortable,It is humid today,0.32
I am studying for exams,I am going to the gym,0.52
I am playing football,I am a bit upset,0.49
The weather is hot,It might snow today,0.55
The food tastes great,I am feeling great,0.4
The bed is comfortable,I am scared,0.33
I am cleaning my room,I am reading a book,0.67
I am going to the gym,The food tastes great,0.01
I feel excited,I am coding a project,0.35
I am scared,I am sad,0.52
The bed is comfortable,The computer is running,0.82
The bed is comfortable,The bed is comfortable,0.74
The weather is hot,It is windy today,0.8
It is humid today,I am a bit upset,0.31
I am playing football,I am cleaning my room,0.68
I love listening to music,I love listening to music,0.95
I feel nervous,I am happy,0.87
I am feeling great,I am tired,0.84
I am cooking dinner,I am reading a book,0.71
I am sad,I am happy,0.62
I love listening to music,I am going to the gym,0.16
I am cooking dinner,It is cloudy today,0.34
The computer is running,It is sunny today,0.11
The food tastes great,The bed is comfortable,0.71
It is sunny today,It might snow today,0.77
The food tastes great,I am learning something new,0.94
I am feeling great,I am watching a movie,0.12
I am cleaning my room,I am coding a project,0.52
I am tired,I am scared,0.62
I feel excited,The movie was boring,0.35
I am learning something new,The movie was boring,0.91
I am a bit upset,It is sunny today,0.18
I am watching a movie,I am watching a movie,0.66
The food tastes great,I am cooking dinner,0.03
The movie was boring,I am learning something new,0.91
I feel nervous,I am tired,0.52
The computer is running,I am tired,0.14
The bed is comfortable,I am tired,0.45
The bed is comfortable,I am playing football,0.02
It might snow today,It is windy today,0.83
I am studying for exams,The weather is cold,0.03
It is raining today,I am playing football,0.11
I am watching a movie,I am a bit upset,0.46
I am coding a project,I am studying for exams,0.73
It is raining today,I am tired,0.25
I am happy,I feel excited,0.92
I am coding a project,It is sunny today,0.09
It is sunny today,It is humid today,0.68
I am a bit upset,I am watching a movie,0.33
I am cleaning my room,I am scared,0.23
It is sunny today,It is sunny today,0.72
The bed is comfortable,The weather is hot,0.03
It might snow today,The computer is running,0.21
I love listening to music,I am cooking dinner,0.42
I am watching a movie,The computer is running,0.12
I am reading a book,I am cleaning my room,0.58
I am cooking dinner,I am cooking dinner,0.73
I am scared,I am tired,0.89
I am studying for exams,I am playing football,0.68
I am sad,I am scared,0.68
I am happy,It is sunny today,0.36
The food tastes great,The bed is comfortable,0.77
It is cloudy today,I am cleaning my room,0.13
The movie was boring,I love listening to music,0.88
I am happy,I am studying for exams,0.21
I am cleaning my room,The food tastes great,0.49
The food tastes great,I am happy,0.46
The food tastes great,I am watching a movie,0.24
It is sunny today,I am scared,0.1
The bed is comfortable,I am feeling great,0.27
The food tastes great,I feel excited,0.11
I am going to the gym,I am coding a project,0.77
The food tastes great,I am learning something new,0.81
I love listening to music,The computer is running,1.0
I am going to the gym,I feel excited,0.46
I am watching a movie,It is sunny today,0.16
I am watching a movie,The food tastes great,0.23
I am sad,The computer is running,0.5
I feel excited,I am tired,1.0
I am studying for exams,I am going to the gym,0.51
I am cleaning my room,I am cooking dinner,0.73
I love listening to music,The computer is running,0.69
It is humid today,I am sad,0.34
I am sad,I am cooking dinner,0.21
I am cooking dinner,I am reading a book,0.99
The weather is hot,It is windy today,0.53
I feel excited,I feel nervous,0.78
It is windy today,The weather is cold,0.69
I am scared,The bed is comfortable,0.49
The movie was boring,The food tastes great,0.64
I am reading a book,I am coding a project,0.69
The computer is running,I am learning something new,0.57
I am happy,I love listening to music,0.45
The movie was boring,I am going to the gym,0.18
I am happy,The weather is hot,0.44
I am playing football,I love listening to music,0.47
I am going to the gym,The computer is running,0.19
I am sad,I am tired,0.99
It is cloudy today,I feel excited,0.11
It is cloudy today,It is raining today,0.55
I am a bit upset,I am learning something new,0.2
I feel nervous,I feel excited,0.83
It is raining today,It is cloudy today,0.58
I am happy,I feel nervous,0.54
I am scared,I am happy,0.67
I am cooking dinner,The weather is cold,0.44
It is windy today,I am playing football,0.14
I am learning something new,I am reading a book,0.36
It is windy today,I am watching a movie,0.43
It is cloudy today,The weather is cold,0.68
The bed is comfortable,I am learning something new,0.77
The food tastes great,The bed is comfortable,0.88
I am watching a movie,I am going to the gym,0.77
I am reading a book,The movie was boring,0.17
I am watching a movie,I am going to the gym,0.96
I am feeling great,The bed is comfortable,0.44
I am cleaning my room,I am studying for exams,0.69
I am a bit upset,I am going to the gym,0.16
It is cloudy today,I am feeling great,0.47
It is sunny today,It is raining today,0.6
The weather is cold,It is raining today,0.62
I am a bit upset,I am going to the gym,0.24
I am reading a book,I am reading a book,0.52
The bed is comfortable,The movie was boring,0.54
It is windy today,It is windy today,0.57
The computer is running,The food tastes great,0.95
The bed is comfortable,I am happy,0.05
I am learning something new,The computer is running,0.56
The weather is cold,The computer is running,0.07
I am scared,I am learning something new,0.05
The computer is running,I am cleaning my room,0.21
I feel nervous,It is sunny today,0.35
The food tastes great,I am learning something new,0.73
I am tired,I am sad,0.71
I am studying for exams,The weather is hot,0.08
It is humid today,It might snow today,0.51
It is windy today,It is humid today,0.8
I am tired,The weather is cold,0.08
I am learning something new,I am watching a movie,0.45
I am cleaning my room,I am cleaning my room,0.79
The movie was boring,I am learning something new,0.69
The computer is running,It might snow today,0.34
I feel nervous,The movie was boring,0.19
I feel excited,I am a bit upset,0.85
I am tired,I am tired,0.55
I am playing football,I am tired,0.34
I am sad,I am a bit upset,0.55
I love listening to music,The food tastes great,0.73
I am studying for exams,It is raining today,0.12
I am reading a book,I am going to the gym,0.81
I am going to the gym,It is raining today,0.22
It is sunny today,It is humid today,0.91
I am happy,I am sad,0.9
I am reading a book,I am playing football,0.66
The bed is comfortable,The movie was boring,0.76
It is humid today,I am tired,0.49
I am watching a movie,I am watching a movie,0.93
I am coding a project,I am happy,0.3
I feel nervous,I feel excited,0.98
It is cloudy today,It is windy today,0.53
I am going to the gym,I feel excited,0.38
The computer is running,I love listening to music,0.53
The computer is running,The bed is comfortable,0.58
The movie was boring,I love listening to music,0.8
I am playing football,The computer is running,0.33
I am learning something new,The movie was boring,0.75
The food tastes great,I am coding a project,0.39
The weather is hot,The food tastes great,0.4
I am studying for exams,I am cleaning my room,0.96
The movie was boring,I am going to the gym,0.09
I am a bit upset,It might snow today,0.44
I feel excited,I feel excited,0.51
I am happy,I am tired,0.52
The bed is comfortable,It is raining today,0.13
I am cleaning my room,I am playing football,0.8
I am tired,The food tastes great,0.2
The weather is hot,I am cleaning my room,0.24
It is windy today,It is raining today,0.51
It is windy today,It is sunny today,0.74
I am sad,I am learning something new,0.0
It is windy today,It might snow today,1.0
The movie was boring,The weather is cold,0.35
I am going to the gym,I am going to the gym,0.59
I am feeling great,I feel excited,0.65
I am cooking dinner,I am watching a movie,0.79
I am learning something new,I love listening to music,0.85
I am tired,It is raining today,0.38
The food tastes great,I am cleaning my room,0.07
The computer is running,I am learning something new,0.71
I am learning something new,I am tired,0.49
I am playing football,I am going to the gym,0.93
The weather is cold,It is raining today,0.56
I am going to the gym,The weather is cold,0.42
I am cooking dinner,It is sunny today,0.14
I am cleaning my room,I am reading a book,0.76
It is cloudy today,I am going to the gym,0.09
It is cloudy today,I am studying for exams,0.11
I love listening to music,I am learning something new,0.89
I feel nervous,I love listening to music,0.21
I am cleaning my room,I am coding a project,0.86
The computer is running,The bed is comfortable,0.78
I love listening to music,The bed is comfortable,0.85
It is windy today,It might snow today,0.69
It might snow today,I am cleaning my room,0.31
I love listening to music,The movie was boring,0.95
I am a bit upset,I feel nervous,0.53
It might snow today,I am scared,0.12
I love listening to music,The food tastes great,0.92
I am tired,I am feeling great,0.94
The movie was boring,I am sad,0.05
I feel excited,I am feeling great,0.53
I am studying for exams,I am coding a project,0.88
It is raining today,I am tired,0.11
It is cloudy today,I am happy,0.15
I am tired,I am feeling great,0.74
The weather is cold,The bed is comfortable,0.43
I am scared,I am feeling great,1.0
It is cloudy today,The computer is running,0.5
I love listening to music,I am reading a book,0.34
I am tired,The computer is running,0.15
I feel nervous,I feel nervous,0.55
I am going to the gym,I am watching a movie,0.78
I am studying for exams,I am watching a movie,1.0
The weather is hot,I feel nervous,0.48
The weather is cold,I am watching a movie,0.39
It might snow today,I am studying for exams,0.33
I am sad,It is sunny today,0.04
I love listening to music,The movie was boring,0.56
It is windy today,I am watching a movie,0.35
I feel excited,It might snow today,0.16
I am a bit upset,I feel nervous,0.53
I am a bit upset,I am cleaning my room,0.4
I feel excited,I am tired,0.74
I love listening to music,I am learning something new,0.62
I am watching a movie,I am studying for exams,0.79
I feel excited,The bed is comfortable,0.06
I am feeling great,It is windy today,0.4
I am playing football,I am going to the gym,0.88
The weather is cold,The bed is comfortable,0.28
I love listening to music,I love listening to music,0.95
I am feeling great,I am a bit upset,0.6
The weather is hot,It might snow today,0.88
It is humid today,The movie was boring,0.21
I love listening to music,I am learning something new,0.75
I am scared,I am tired,0.54
I am coding a project,I am coding a project,0.74
The weather is hot,The weather is cold,0.74
The bed is comfortable,The movie was boring,0.71
I am cooking dinner,I am watching a movie,0.54
I am happy,I am scared,0.73
I love listening to music,The weather is cold,0.2
I am tired,I am tired,0.58
The movie was boring,The food tastes great,0.64
The weather is hot,It is raining today,0.74
I love listening to music,The bed is comfortable,0.78
I am coding a project,It is humid today,0.08
The bed is comfortable,I am learning something new,0.87
I am happy,I feel nervous,0.54
I am reading a book,The computer is running,0.31
I am cooking dinner,It might snow today,0.12
I am tired,The movie was boring,0.2
It might snow today,The food tastes great,0.29
I love listening to music,It is windy today,0.33
I am watching a movie,I am tired,0.13
The movie was boring,I am studying for exams,0.16
I am coding a project,I am sad,0.12
It is windy today,I am going to the gym,0.28
I am coding a project,I am playing football,0.8
The weather is hot,It is windy today,0.5
It is windy today,It is windy today,0.85
It is humid today,It is sunny today,0.61
It is raining today,I am sad,0.02
The food tastes great,I am scared,0.04
It is cloudy today,I am a bit upset,0.25
I am happy,I am scared,0.51
I am learning something new,I am coding a project,0.22
I am watching a movie,I am reading a book,0.87
I am scared,The food tastes great,0.28
It might snow today,It is raining today,0.51
I am tired,I am scared,0.94
I am cleaning my room,I am tired,0.39
It is raining today,I am scared,0.16
I am watching a movie,I am reading a book,0.72
I am learning something new,The computer is running,0.58
I am a bit upset,I feel nervous,0.69
I am going to the gym,I am watching a movie,0.69
The weather is hot,I am coding a project,0.42
It is cloudy today,It is windy today,0.74
I am learning something new,The movie was boring,0.73
I am happy,I am happy,0.86
I love listening to music,I am scared,0.24
I feel nervous,I am cleaning my room,0.38
It is raining today,It is humid today,0.86
I am feeling great,I am scared,0.83
I love listening to music,It is humid today,0.07
It is sunny today,I am happy,0.32
I am scared,I feel excited,0.98
I am cleaning my room,I am playing football,0.85
I am scared,I feel excited,0.87
I am tired,I am watching a movie,0.39
It might snow today,It is cloudy today,0.73
I am sad,The movie was boring,0.12
The weather is hot,It is cloudy today,0.51
The food tastes great,I love listening to music,0.97
It is raining today,I am cooking dinner,0.24
It is windy today,The bed is comfortable,0.25
I feel nervous,The weather is hot,0.28
I am sad,I am sad,0.75
It is sunny today,I am going to the gym,0.05
It is sunny today,It is humid today,0.82
I feel nervous,I love listening to music,0.46
The computer is running,I am happy,0.39
It is cloudy today,It is sunny today,0.77
The movie was boring,I love listening to music,0.69
I feel nervous,I am cooking dinner,0.04
I am tired,I am learning something new,0.44
The bed is comfortable,It is cloudy today,0.43
It is raining today,I am cleaning my room,0.25
I am cleaning my room,The weather is cold,0.48
I am reading a book,I am cleaning my room,0.62
I feel nervous,I am tired,0.85
The food tastes great,The computer is running,0.6
I am a bit upset,I feel excited,0.72
I am happy,I feel nervous,0.78
I feel excited,The food tastes great,0.14
I am sad,I feel nervous,0.85
I am scared,I am reading a book,0.24
I am tired,I am cooking dinner,0.49
I am learning something new,I am sad,0.04
It is cloudy today,The weather is hot,0.7
I am cleaning my room,I am coding a project,0.75
The movie was boring,The movie was boring,0.65
I am cleaning my room,I am reading a book,0.81
It is sunny today,The bed is comfortable,0.34
I am cleaning my room,I am watching a movie,0.65
I am coding a project,The food tastes great,0.08
I am going to the gym,I am tired,0.12
It is raining today,I am going to the gym,0.08
I feel excited,The weather is cold,0.42
I am tired,It is sunny today,0.29
I am coding a project,I feel excited,0.26
I am sad,I am tired,0.7
I am tired,The weather is hot,0.36
The bed is comfortable,The computer is running,0.52
I am scared,I am learning something new,0.09
It is windy today,I am playing football,0.45
The movie was boring,I love listening to music,0.96
I am cleaning my room,I am cooking dinner,0.8
I am cleaning my room,The movie was boring,0.29
I am sad,The computer is running,0.45
The food tastes great,The movie was boring,0.85
The bed is comfortable,I am learning something new,0.9
I am scared,I love listening to music,0.26
The computer is running,The movie was boring,0.62
It might snow today,I am coding a project,0.38
